PPID,PP,EAL,SEN,HML,Re,Wr,Ma,Att8Est,Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccAct,EbaccDiff
429,0,0,0,2,2.5,2.25,3.25,4.5,3.7,-0.82,4.8,1,-4.06,4.3,7,2.65,4.1,3.2,-0.91
400,1,0,0,2,2.5,2.25,2.25,3.3,2.3,-1.07,3.7,2,-1.7,3.1,3,-0.1,2.7,1.2,-1.49
610,0,0,0,2,2.5,2.25,2.5,4,3.1,-0.95,4.4,3,-1.37,3.9,4,0.12,3.5,2.3,-1.19
1008,0,1,0,2,3.25,3.25,2.75,5,5.5,0.43,5.3,7,1.73,4.9,4,-0.89,4.7,3.3,-1.34
1003,0,0,1,2,2.75,2.25,2.75,4.5,3.7,-0.82,4.8,6,0.69,4.3,3,-1.35,4.1,3.3,-0.74
17,0,0,0,2,2.75,2.5,3.25,5,4.4,-0.62,5.3,6,0.23,4.9,4,-0.89,4.7,3.3,-1.34
779,0,0,1,2,2.75,2.5,2.75,4.5,3.9,-0.67,4.8,6,0.69,4.3,3,-1.35,4.1,2.2,-1.91
449,0,1,0,1,1.5,1.25,1.25,2.1,2.9,0.71,2.6,3,0.41,1.7,4,2.33,1.4,2.2,0.73
442,0,0,0,3,3.75,3.5,3.5,6.8,7.2,0.3,6.8,8,1.65,7,7,-0.02,6.8,7,0.21
329,1,0,0,2,2.5,3.25,2.25,4,2.9,-1.17,4.4,7,2.63,3.9,2,-1.88,3.5,1,-2.52
580,0,0,0,3,3.25,3.5,3.25,5.9,5.8,-0.06,6,7,1.02,5.9,6,-0.4,5.7,5.5,-0.16
308,0,0,0,2,2.75,2.5,2.75,4.5,4.5,-0.07,4.8,6,0.69,4.3,4,-0.35,4.1,4,-0.07
817,0,0,0,3,3.5,3.25,3.25,6.2,3.8,-2.42,6.2,4,-2.22,6.3,3,-3.29,6,3.7,-2.34
444,0,1,0,2,3.25,2.5,2.75,4.8,4.6,-0.22,5,6,0.45,4.6,4,-0.6,4.4,3.3,-1.04
401,0,0,0,1,1.75,1.25,1.5,2.5,3.2,0.69,2.9,3,0.09,2.1,3,0.91,1.8,1.8,0.08
645,1,0,0,3,3.25,2.75,3.5,5.9,3.9,-1.96,6,6,-0.48,5.9,4,-1.9,5.7,3,-2.66
947,1,0,0,3,3.5,2.75,3.5,6.5,3.2,-3.31,6.5,4,-2.53,6.7,3,-3.67,6.4,2,-4.4
1034,0,0,0,3,3.25,2.5,3.5,5.6,7.3,1.73,5.7,7,1.26,5.5,8,2.96,5.3,7,1.68
922,1,0,0,3,3.5,3.25,3.25,5.6,4.5,-1.12,5.7,6,-0.24,5.5,4,-1.54,5.3,3,-2.32
643,0,0,1,2,2.75,2.25,2.75,4.5,2.5,-2.02,4.8,4,-0.81,4.3,4,-0.35,4.1,1.8,-2.24
949,0,0,0,3,2.5,2.75,3.5,5.6,3.7,-1.92,5.7,6,-0.24,5.5,4,-1.54,5.3,1.5,-3.82
339,1,0,1,2,2.5,2.5,3.25,4.5,3.2,-1.37,4.8,4,-0.81,4.3,3,-1.35,4.1,0.7,-3.41
133,0,0,0,2,2.25,1.75,2.75,3.9,3.8,-0.06,4.2,4,-0.19,3.7,4,0.32,3.3,2.3,-0.98
553,0,0,0,3,3.25,2.75,3.5,5.9,4.8,-1.06,6,6,-0.48,5.9,4,-1.9,5.7,4.2,-1.49
638,1,0,0,2,2.75,3.25,2.5,4.8,4.5,-0.32,5,4,-1.05,4.6,4,-0.6,4.4,5.2,0.79
956,0,0,1,2,1.75,2.25,2.5,3.5,3,-0.49,3.9,3,-0.86,3.3,3,-0.28,2.9,1.7,-1.2
688,0,0,0,2,2.25,2.5,1.75,3.2,3.7,0.53,3.6,4,0.43,2.9,4,1.08,2.5,1.5,-1
942,0,0,0,2,2.25,2.25,2.25,3.3,3.1,-0.27,3.7,4,0.3,3.1,3,-0.1,2.7,1.8,-0.83
834,0,0,0,2,2.75,2.25,1.5,3.2,2.7,-0.52,3.6,3,-0.57,2.9,3,0.08,2.5,1.2,-1.34
263,1,0,1,2,2.25,1.25,2.75,3.3,2.7,-0.62,3.7,3,-0.7,3.1,4,0.9,2.7,1.3,-1.33
369,0,0,0,2,2.75,2.5,2.25,4,3.8,-0.25,4.4,6,1.13,3.9,3,-0.88,3.5,2,-1.52
886,1,0,1,2,1.75,1.5,2.5,3.5,5.2,1.66,3.9,7,3.14,3.3,6,2.22,2.9,3.3,0.47
999,0,0,0,2,2.75,2.25,2.75,4.3,4.3,-0.04,4.6,6,0.91,4.1,4,-0.11,3.8,3.7,-0.14
816,0,0,0,2,1.75,1.75,2.75,3.9,4.2,0.34,4.2,3,-1.19,3.7,7,3.32,3.3,4,0.69
486,0,0,0,3,3.25,2.5,3.5,5.9,3.5,-2.41,6,3,-2.98,5.9,4,-1.9,5.7,2.5,-3.16
517,0,0,0,3,3.5,2.5,3.5,6.2,3.4,-2.77,6.2,4,-2.22,6.3,6,-0.79,6,2.7,-3.34
207,0,0,0,2,3.25,2.5,3.25,5.3,4.3,-1.02,5.5,6,0.03,5.2,4,-1.2,5,2.8,-2.12
251,1,0,0,2,2.5,2.5,2.75,4.5,5.5,0.98,4.8,4,-0.81,4.3,6,1.15,4.1,4.5,0.43
598,0,0,0,2,2.5,1.75,2.5,3.9,3.8,-0.11,4.2,6,1.31,3.7,4,0.32,3.3,1.7,-1.64
704,0,0,0,2,2.5,2.25,2.5,4,4.4,0.35,4.4,6,1.13,3.9,3,-0.88,3.5,4,0.48
964,0,0,0,3,2.75,2.75,3.5,5.6,4.7,-0.87,5.7,6,-0.24,5.5,4,-1.54,5.3,3.3,-1.99
424,0,0,0,1,1.75,1.75,2.25,3.2,2.7,-0.47,3.6,3,-0.57,2.9,4,1.08,2.5,2,-0.5
125,1,0,1,2,2.5,2.25,2.5,3.7,2.9,-0.82,4,4,-0.03,3.5,3,-0.47,3.1,1.5,-1.58
881,1,0,1,2,2.75,2.5,3.25,5.3,4.5,-0.77,5.5,4,-1.47,5.2,6,0.3,5,4.5,-0.46
6,0,0,0,2,3.25,1.75,2.25,4,4.7,0.6,4.4,6,1.13,3.9,4,0.12,3.5,4.5,0.98
681,0,0,0,2,2.75,1.25,2.5,3.5,4.1,0.56,3.9,7,3.14,3.3,3,-0.28,2.9,1.8,-1.03
772,0,0,0,3,3.25,2.75,3.5,6.2,6,-0.22,6.2,7,0.78,6.3,6,-0.79,6,5.5,-0.51
805,0,0,0,2,2.25,2.5,2.5,3.9,4,0.14,4.2,4,-0.19,3.7,3,-0.68,3.3,4,0.69
306,0,0,0,2,2.75,2.25,3.25,5,4.5,-0.57,5.3,4,-1.27,4.9,6,0.61,4.7,4,-0.68
457,0,0,0,2,2.25,2.25,2.5,3.9,4.2,0.29,4.2,4,-0.19,3.7,4,0.32,3.3,4,0.69
407,0,0,1,1,1.25,2.25,1.75,2.7,3.8,1.02,3.2,4,0.81,2.4,3,0.63,2,2.3,0.33
567,0,0,0,2,2.75,2.5,2.5,4,3.8,-0.25,4.4,4,-0.37,3.9,4,0.12,3.5,2.8,-0.69
575,1,0,0,2,2.75,1.75,2.75,4.5,2,-2.57,4.8,2,-3.31,4.3,3,-1.35,4.1,1.3,-2.74
527,1,0,0,3,3.25,3.25,3.25,5.6,7,1.43,5.7,8,2.76,5.5,7,1.46,5.3,6.5,1.18
401,0,0,1,3,3.5,2.25,3.25,5.3,3.8,-1.52,5.5,4,-1.47,5.2,4,-1.2,5,2.7,-2.29
859,1,0,0,3,3.25,2.5,3.75,6.2,4.2,-1.97,6.2,6,-0.72,6.3,4,-2.29,6,2.7,-3.34
855,0,0,0,2,2.25,2.5,2.25,3.7,3.1,-0.57,4,4,-0.03,3.5,3,-0.47,3.1,2.7,-0.41
3,1,0,0,2,2.75,1.75,2.75,4.3,2.7,-1.64,4.6,2,-2.59,4.1,3,-1.11,3.8,1.7,-2.14
924,1,0,0,2,2.5,1.75,2.5,3.9,2.5,-1.41,4.2,3,-1.19,3.7,3,-0.68,3.3,1.2,-2.14
918,0,0,0,2,3.25,2.25,2.75,4.5,5.1,0.58,4.8,6,0.69,4.3,6,1.15,4.1,4.2,0.09
26,0,0,1,1,2.25,1.75,1.25,2.6,2.6,-0.02,3.1,6,2.43,2.2,2,-0.23,1.9,1.5,-0.39
749,1,1,0,2,2.5,2.25,1.75,3.5,3.3,-0.24,3.9,4,0.14,3.3,3,-0.28,2.9,2,-0.86
193,0,0,0,3,2.75,2.75,3.75,6.2,3.7,-2.47,6.2,6,-0.72,6.3,4,-2.29,6,2,-4.01
280,0,0,0,1,1.75,2.5,1.5,3,3.1,0.01,3.5,3,-0.46,2.7,3,0.25,2.3,1.7,-0.68
397,0,0,0,2,3.25,2.25,2.75,5,5.8,0.78,5.3,7,1.73,4.9,4,-0.89,4.7,5,0.32
550,0,0,0,3,3.25,2.75,3.75,6.2,5.4,-0.82,6.2,4,-2.22,6.3,7,0.71,6,5,-1.01
507,0,0,0,2,3.5,2.5,2.25,4.5,4.1,-0.42,4.8,4,-0.81,4.3,4,-0.35,4.1,2.8,-1.24
705,1,0,1,2,3.25,2.25,2.75,4.8,2.8,-2.02,5,3,-2.05,4.6,3,-1.6,4.4,2.5,-1.87
954,0,0,1,2,2.5,1.75,3.25,4.3,5.7,1.36,4.6,4,-0.59,4.1,8,4.39,3.8,6.5,2.69
342,0,1,0,2,2.25,2.25,2.5,3.7,5.5,1.83,4,6,1.47,3.5,7,3.53,3.1,4.5,1.42
372,1,0,0,3,3.25,2.75,3.25,5.6,6.3,0.68,5.7,6,-0.24,5.5,6,-0.04,5.3,7,1.68
618,0,1,0,2,2.5,2.5,3.25,5,7.5,2.43,5.3,6,0.23,4.9,8,3.61,4.7,8.5,3.82
857,0,0,0,2,3.25,2.25,3.25,5,5.4,0.33,5.3,6,0.23,4.9,6,0.61,4.7,6,1.32
712,0,0,0,2,2.25,2.5,1.75,3.3,5.7,2.33,3.7,6,1.8,3.1,4,0.9,2.7,7,4.34
219,0,0,0,2,2.5,2.25,3.5,5,3.9,-1.17,5.3,6,0.23,4.9,4,-0.89,4.7,1.8,-2.84
644,0,0,1,1,1.75,1.5,2.25,3.2,2.3,-0.87,3.6,3,-0.57,2.9,3,0.08,2.5,1,-1.5
520,0,0,0,2,2.5,2.5,2.5,4,2.6,-1.45,4.4,4,-0.37,3.9,3,-0.88,3.5,1.5,-2.02
535,1,0,0,2,3.5,2.25,2.5,4.5,4.6,0.03,4.8,6,0.69,4.3,4,-0.35,4.1,3.3,-0.74
492,1,0,0,2,2.25,1.5,2.25,3.2,3.9,0.73,3.6,6,1.93,2.9,3,0.08,2.5,2.3,-0.17
300,1,0,0,2,3.5,2.5,2.25,4.3,4.6,0.26,4.6,7,2.41,4.1,4,-0.11,3.8,3.3,-0.48
828,1,0,1,2,2.75,1.5,2.5,3.7,2.5,-1.17,4,2,-2.03,3.5,3,-0.47,3.1,2.2,-0.91
100,0,0,0,2,2.5,2.5,2.5,4.3,3.5,-0.84,4.6,6,0.91,4.1,3,-1.11,3.8,1.7,-2.14
315,0,0,0,2,3.25,3.25,2.75,5.3,6.4,1.13,5.5,6,0.03,5.2,6,0.3,5,7,2.04
44,0,0,0,2,2.5,2.5,2.25,3.7,4,0.28,4,4,-0.03,3.5,4,0.53,3.1,2.3,-0.75
351,0,0,0,2,2.75,2.25,2.5,4,2.7,-1.35,4.4,4,-0.37,3.9,3,-0.88,3.5,2,-1.52
469,0,1,0,2,2.75,2.25,2.75,4.5,6.7,2.18,4.8,7,2.19,4.3,7,2.65,4.1,7,2.93
791,0,0,0,3,3.5,3.5,3.75,7.6,7.2,-0.44,7.5,7,-0.54,7.8,8,0.75,7.6,7.5,-0.09
1036,0,0,0,2,3.25,2.5,2.5,4.3,1.7,-2.59,4.6,3,-1.59,4.1,3,-1.11,3.8,0.3,-3.48
250,0,0,0,2,2.75,2.75,2.5,4.3,2.2,-2.14,4.6,3,-1.59,4.1,2,-2.11,3.8,1.2,-2.64
12,1,0,0,2,2.75,2.5,2.75,4.8,2.4,-2.37,5,3,-2.05,4.6,3,-1.6,4.4,1.3,-3.04
22,0,0,0,2,3.25,2.25,2.75,4.8,5.5,0.73,5,6,0.45,4.6,6,0.9,4.4,5.5,1.13
174,0,0,0,2,2.75,2.75,3.25,5,2.5,-2.52,5.3,3,-2.27,4.9,3,-1.89,4.7,1.7,-3.01
723,0,0,1,2,2.75,1.75,2.75,4.5,3.6,-0.92,4.8,4,-0.81,4.3,3,-1.35,4.1,2.3,-1.74
387,0,0,0,3,3.5,3.25,3.5,6.5,6.3,-0.26,6.5,6,-1.03,6.7,7,0.33,6.4,6,-0.4
111,1,0,0,2,2.75,2.25,2.5,4,3.6,-0.45,4.4,4,-0.37,3.9,3,-0.88,3.5,2.7,-0.85
165,1,0,0,2,2.25,1.5,2.75,3.9,2.8,-1.04,4.2,3,-1.19,3.7,6,1.82,3.3,1.5,-1.81
585,0,1,0,2,2.25,2.5,2.25,3.5,5.7,2.16,3.9,6,1.64,3.3,6,2.22,2.9,5,2.14
451,0,0,0,2,2.75,2.25,1.75,3.5,3.3,-0.24,3.9,4,0.14,3.3,3,-0.28,2.9,1.7,-1.2
11,0,0,1,2,2.25,1.5,2.75,3.7,2.9,-0.77,4,4,-0.03,3.5,4,0.53,3.1,1.3,-1.75
945,0,1,0,1,2.25,2.25,1.75,3.2,2.8,-0.37,3.6,3,-0.57,2.9,2,-0.92,2.5,2.7,0.16
194,1,0,0,2,2.25,2.25,2.25,3.5,3.6,0.06,3.9,4,0.14,3.3,3,-0.28,2.9,2.7,-0.2
170,0,0,1,1,1.5,1.25,2.25,2.9,1.5,-1.36,3.3,3,-0.3,2.6,2,-0.56,2.2,1,-1.16
377,0,0,0,2,2.5,2.5,2.75,4.3,3.1,-1.19,4.6,6,0.91,4.1,3,-1.11,3.8,1,-2.81
463,0,0,1,3,3.5,3.25,3.25,5.6,3.7,-1.87,5.7,6,-0.24,5.5,4,-1.54,5.3,1.5,-3.82
576,0,0,1,2,3.25,2.25,2.25,3.9,5,1.14,4.2,6,1.31,3.7,3,-0.68,3.3,5,1.69
765,1,0,1,2,2.25,2.5,2.5,3.7,2.7,-0.97,4,4,-0.03,3.5,2,-1.47,3.1,1.7,-1.41
95,1,0,0,2,2.25,1.75,2.5,3.7,2.7,-1.02,4,3,-1.03,3.5,2,-1.47,3.1,1.3,-1.75
448,0,0,0,2,2.75,2.25,3.25,4.8,3.4,-1.37,5,4,-1.05,4.6,4,-0.6,4.4,2.3,-2.04
949,0,0,0,2,2.75,2.5,2.75,4.5,7.3,2.78,4.8,6,0.69,4.3,8,4.15,4.1,8,3.93
825,0,1,0,3,3.25,3.25,3.25,5.9,7.2,1.29,6,7,1.02,5.9,7,1.1,5.7,8,2.34
264,0,0,1,1,2.25,2.25,1.5,2.9,4.6,1.69,3.3,7,3.7,2.6,4,1.44,2.2,2.3,0.17
946,0,0,0,2,2.75,2.25,2.75,4.5,2.1,-2.47,4.8,2,-3.31,4.3,3,-1.35,4.1,1.7,-2.41
505,0,0,1,3,3.25,2.5,3.5,6.2,6.3,0.08,6.2,6,-0.72,6.3,8,2.21,6,6,-0.01
175,0,0,0,2,3.25,3.25,2.5,5,5.3,0.28,5.3,7,1.73,4.9,3,-1.89,4.7,4,-0.68
956,0,0,1,2,2.75,2.5,2.75,4.5,4.3,-0.27,4.8,4,-0.81,4.3,4,-0.35,4.1,3.3,-0.74
273,0,0,0,3,3.25,2.5,3.25,5.3,4.8,-0.52,5.5,4,-1.47,5.2,4,-1.2,5,5.5,0.54
107,0,0,0,3,3.75,3.25,3.5,6.5,7.9,1.39,6.5,7,0.47,6.7,8,1.83,6.4,7.5,1.1
218,0,0,1,3,3.5,2.5,3.25,5.6,4.1,-1.52,5.7,4,-1.74,5.5,6,-0.04,5.3,3,-2.32
714,0,0,0,1,1.5,2.25,1.5,2.7,4,1.22,3.2,6,2.31,2.4,3,0.63,2,3,0.99
437,0,1,0,2,2.25,2.5,2.25,3.7,3.4,-0.32,4,4,-0.03,3.5,3,-0.47,3.1,1.3,-1.75
126,1,0,1,2,2.5,2.25,2.75,4.3,3.4,-0.94,4.6,4,-0.59,4.1,4,-0.11,3.8,1.7,-2.14
894,0,0,0,2,2.75,2.25,2.5,4,4.7,0.6,4.4,6,1.13,3.9,4,0.12,3.5,3.7,0.15
228,0,0,0,2,3.25,2.25,3.25,4.8,3.3,-1.44,5,6,0.45,4.6,4,-0.6,4.4,2.5,-1.87
84,0,0,0,3,3.5,2.25,3.5,5.9,5.1,-0.81,6,7,1.02,5.9,6,-0.4,5.7,4,-1.66
484,0,0,0,2,3.25,2.5,2.25,3.9,4.9,0.99,4.2,7,2.81,3.7,4,0.32,3.3,3.3,0.02
286,0,0,0,2,3.5,2.5,2.75,5.3,5.2,-0.07,5.5,7,1.53,5.2,4,-1.2,5,4,-0.96
161,0,0,0,2,2.75,2.5,3.25,5,4,-1.07,5.3,6,0.23,4.9,4,-0.89,4.7,2.7,-2.01
166,1,0,1,2,1.75,1.5,2.5,3.3,1,-2.37,3.7,2,-2.2,3.1,2,-1.6,2.7,0.3,-2.33
1015,1,0,0,2,2.75,2.5,2.75,4.8,3.2,-1.62,5,4,-1.05,4.6,3,-1.6,4.4,2.2,-2.21
967,0,1,0,2,2.25,1.75,2.25,3.3,3,-0.37,3.7,3,-0.7,3.1,3,-0.1,2.7,2.5,-0.16
143,1,0,0,1,2.25,1.75,1.25,2.5,0.6,-1.86,2.9,1,-2.16,2.1,1,-1.09,1.8,0.8,-0.92
321,0,0,0,3,3.25,2.5,3.25,5.6,3.6,-1.97,5.7,4,-1.74,5.5,4,-1.54,5.3,3.3,-1.99
369,0,0,1,2,3.25,2.25,2.75,4.5,4.4,-0.17,4.8,6,0.69,4.3,4,-0.35,4.1,2.7,-1.41
73,1,0,1,1,2.25,1.75,1.75,3,2.9,-0.19,3.5,3,-0.46,2.7,2,-0.75,2.3,1.5,-0.85
975,1,1,0,2,2.75,2.5,2.25,3.9,4.8,0.94,4.2,6,1.31,3.7,4,0.32,3.3,4.2,0.86
1016,0,0,0,2,2.75,2.75,2.75,4.5,3.1,-1.42,4.8,4,-0.81,4.3,3,-1.35,4.1,1.8,-2.24
730,1,1,1,3,3.25,3.25,3.5,6.2,5.1,-1.07,6.2,4,-2.22,6.3,6,-0.79,6,4.2,-1.84
1029,1,0,0,2,2.25,2.75,2.25,3.9,4.3,0.44,4.2,6,1.31,3.7,4,0.32,3.3,3.7,0.36
423,1,0,0,3,3.25,3.25,3.75,6.8,4.1,-2.8,6.8,6,-1.35,7,4,-3.02,6.8,2.7,-4.12
41,0,0,0,1,1.75,1.75,1.75,2.9,2.8,-0.11,3.3,3,-0.3,2.6,3,0.44,2.2,1.5,-0.66
514,1,0,0,2,2.75,2.75,2.75,4.8,5,0.23,5,7,1.95,4.6,4,-0.6,4.4,3.8,-0.54
876,0,0,1,1,2.25,1.25,0,2.1,1.5,-0.64,2.6,3,0.41,1.7,1,-0.67,1.4,1,-0.44
402,0,0,1,2,2.25,2.25,2.75,4.3,3.4,-0.94,4.6,4,-0.59,4.1,4,-0.11,3.8,2.2,-1.64
349,0,0,1,1,1.5,1.75,1.75,2.9,2.4,-0.51,3.3,4,0.7,2.6,2,-0.56,2.2,1.2,-1
519,1,0,0,1,2.25,1.75,1.5,3,3.4,0.36,3.5,3,-0.46,2.7,3,0.25,2.3,2.3,-0.02
533,0,0,0,2,3.25,1.5,2.5,4,5.4,1.3,4.4,4,-0.37,3.9,6,1.62,3.5,4.5,0.98
50,1,0,0,2,2.75,1.75,2.5,3.9,1.2,-2.66,4.2,1,-3.44,3.7,2,-1.68,3.3,0.7,-2.64
134,0,0,0,2,2.5,2.25,3.5,5,2.5,-2.52,5.3,2,-3.27,4.9,4,-0.89,4.7,1.7,-3.01
432,0,0,0,3,3.5,3.5,3.5,6.5,5.4,-1.16,6.5,6,-1.03,6.7,6,-1.17,6.4,4.5,-1.9
322,0,0,1,2,3.25,1.75,2.5,4.3,1.2,-3.09,4.6,2,-2.59,4.1,2,-2.11,3.8,0.5,-3.31
83,0,0,0,2,3.25,2.5,1.75,3.5,3.6,0.11,3.9,6,1.64,3.3,3,-0.28,2.9,1.8,-1.03
264,1,1,0,3,3.25,2.5,3.5,5.6,5.5,-0.07,5.7,4,-1.74,5.5,6,-0.04,5.3,5.5,0.18
434,0,1,0,2,2.75,1.75,2.25,3.5,3.7,0.21,3.9,6,1.64,3.3,3,-0.28,2.9,3.3,0.47
67,0,0,0,2,2.5,1.75,2.25,3.5,3,-0.54,3.9,4,0.14,3.3,2,-1.28,2.9,1.8,-1.03
617,0,0,1,1,1.25,1.5,1.75,2.6,2.5,-0.1,3.1,3,-0.07,2.2,3,0.77,1.9,1.2,-0.72
21,0,0,0,3,3.5,2.5,3.25,5.6,4.4,-1.17,5.7,6,-0.24,5.5,6,-0.04,5.3,3.3,-1.99
249,0,0,1,2,2.75,2.5,3.25,5,4.8,-0.22,5.3,6,0.23,4.9,4,-0.89,4.7,3.7,-1.01
883,0,0,0,1,2.5,1.25,1.5,2.7,3.5,0.77,3.2,4,0.81,2.4,3,0.63,2,1.5,-0.51
451,1,0,1,2,2.25,1.75,2.5,3.5,1.7,-1.79,3.9,2,-2.36,3.3,2,-1.28,2.9,0.8,-2.03
653,0,0,0,2,2.5,2.75,2.75,4.5,2.9,-1.62,4.8,3,-1.81,4.3,4,-0.35,4.1,1.7,-2.41
