PPID,PP,EAL,SEN,HML,Re,Wr,Ma,Att8Est,Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccAct,EbaccDiff
658,0,0,0,3,3.25,2,3.25,5.3,5.5,0.25,5.6,6,0.38,5.1,6,0.89,4.8,5,0.18
342,0,0,0,3,3.25,2,2.75,5.3,3.4,-1.9,5.6,5,-0.63,5.1,5,-0.11,4.8,1.5,-3.32
516,0,0,0,3,3.25,3,3.5,5.8,5.2,-0.64,6.1,5,-1.08,5.8,5,-0.8,5.5,4,-1.46
52,1,1,0,2,2.25,2,2.25,3.2,4.2,0.96,3.7,4,0.3,2.9,4,1.14,2.6,3,0.4
236,0,0,0,3,3.25,3,3.5,6.1,4.2,-1.91,6.3,5,-1.34,6.2,7,0.81,5.8,2.7,-3.16
1007,0,0,0,2,2.75,1,2.25,4.1,2.7,-1.44,4.5,3,-1.52,3.8,3,-0.83,3.5,1.5,-1.99
1028,0,0,0,1,1.75,1,1.25,2.7,3.3,0.55,3.1,4,0.88,2.3,3,0.75,2.1,2,-0.06
973,0,0,0,2,3.25,2,1.75,4.1,5.3,1.16,4.5,5,0.47,3.8,5,1.16,3.5,5,1.51
744,0,0,1,1,1.5,1,1.5,2.5,3.3,0.72,2.9,3,0.09,2.1,2,-0.08,1.9,2.5,0.59
173,0,0,1,3,2.75,2,3.25,5,6.2,1.22,5.4,6,0.63,4.8,7,2.19,4.5,6,1.49
597,0,0,0,2,2.25,2,2.5,3.6,2.8,-0.76,4,3,-0.99,3.2,2,-1.24,2.9,2.2,-0.76
612,0,0,0,2,3.25,3,2.75,4.7,6.9,2.13,5.1,8,2.87,4.5,6,1.47,4.2,6,1.8
550,0,0,0,3,3.5,3,3.5,6.1,6.8,0.69,6.3,9,2.66,6.2,5,-1.18,5.8,6,0.18
578,0,1,0,2,2.5,2,2.75,4.1,3.5,-0.59,4.5,3,-1.52,3.8,5,1.16,3.5,2.2,-1.33
787,0,0,0,3,3.5,3,3.5,6.4,5.4,-1.08,6.6,6,-0.6,6.6,5,-1.58,6.2,4,-2.21
216,0,0,0,3,3.25,3,3.75,6.4,7.4,0.97,6.6,8,1.4,6.6,6,-0.58,6.2,7,0.79
222,0,1,0,2,2.25,2,2.75,3.9,4.4,0.5,4.3,4,-0.32,3.6,6,2.36,3.3,4,0.72
676,0,0,0,3,3.5,3,2.75,5.3,4.2,-1.05,5.6,6,0.38,5.1,3,-2.11,4.8,2.7,-2.15
436,1,0,0,2,3.25,2,2.75,4.7,3.1,-1.62,5.1,3,-2.13,4.5,5,0.47,4.2,1.5,-2.7
83,0,0,0,3,2.5,2,3.75,5.3,2.9,-2.33,5.6,3,-2.63,5.1,5,-0.11,4.8,1.8,-2.99
84,0,0,0,3,3.5,2,3.75,6.8,6,-0.81,6.9,5,-1.94,7,8,0.99,6.7,4.5,-2.15
13,1,1,0,3,3.5,3,4.5,6.8,6.2,-0.61,6.9,6,-0.94,7,7,-0.01,6.7,6,-0.65
755,0,0,0,1,1.25,1,1.5,2.4,1.5,-0.86,2.8,2,-0.76,1.9,1,-0.89,1.8,0.8,-0.94
559,1,0,0,1,1.25,1,1.5,2.4,2.5,0.06,2.8,3,0.24,1.9,2,0.11,1.8,0.7,-1.1
682,0,0,0,3,3.5,3,3.5,6.4,6.9,0.47,6.6,6,-0.6,6.6,8,1.42,6.2,7,0.79
264,1,0,0,2,2.25,2,2.75,3.9,4,0.05,4.3,4,-0.32,3.6,4,0.36,3.3,4,0.72
68,0,0,0,2,2.75,3,2.25,4.1,1.4,-2.74,4.5,2,-2.53,3.8,1,-2.84,3.5,0.3,-3.16
601,0,0,1,3,3.25,1,3.25,5.3,3.1,-2.2,5.6,3,-2.63,5.1,4,-1.11,4.8,1.8,-2.99
63,0,0,0,2,2.75,2,2.75,4.7,4.1,-0.67,5.1,4,-1.13,4.5,4,-0.53,4.2,3.2,-1.04
362,0,0,0,2,2.25,2,2.25,3.6,2.1,-1.51,4,3,-0.99,3.2,1,-2.23,2.9,1.2,-1.76
119,0,0,0,2,2.25,2,2.25,3.4,1.4,-2.01,3.9,2,-1.86,3,1,-2.05,2.8,0.8,-1.93
393,0,0,0,2,2.5,2,3.25,4.5,3.3,-1.21,4.9,3,-1.95,4.3,5,0.71,4,1.5,-2.47
765,0,0,1,3,3.75,3,3.5,6.8,7,0.19,6.9,7,0.06,7,7,-0.01,6.7,6,-0.65
954,0,0,1,2,2.75,2,2.5,4.1,4.1,-0.04,4.5,4,-0.52,3.8,3,-0.83,3.5,3.3,-0.16
350,0,0,0,3,2.5,2,3.75,5.3,4.5,-0.8,5.6,4,-1.63,5.1,5,-0.11,4.8,3.7,-1.15
493,0,0,0,3,3.5,3,3.25,6.1,3.9,-2.21,6.3,4,-2.34,6.2,4,-2.18,5.8,3,-2.82
132,0,1,0,2,3.25,3,2.5,4.3,4.4,0.11,4.7,5,0.29,4.1,4,-0.06,3.7,3.7,-0.05
233,1,0,0,2,3.5,2,2.5,4.7,3,-1.77,5.1,4,-1.13,4.5,3,-1.53,4.2,1.8,-2.37
925,0,0,0,2,2.75,2,2.25,3.7,3.4,-0.38,4.2,3,-1.15,3.4,3,-0.44,3.1,3,-0.11
479,1,0,0,2,2.75,2,2.5,4.1,3.1,-0.99,4.5,3,-1.52,3.8,3,-0.83,3.5,2.3,-1.16
276,0,0,1,2,2.75,2,3.25,4.7,8.4,3.68,5.1,9,3.87,4.5,8,3.47,4.2,8,3.8
444,0,0,0,3,3.5,3,3.25,5.8,6,0.21,6.1,7,0.92,5.8,5,-0.8,5.5,5.5,0.04
646,1,0,1,3,3.25,2,3.5,5.8,2.9,-2.94,6.1,3,-3.08,5.8,4,-1.79,5.5,2.3,-3.13
700,0,0,0,3,3.5,3,3.5,6.4,8,1.52,6.6,9,2.4,6.6,8,1.42,6.2,6.5,0.29
375,0,0,0,3,2.75,2,3.25,5.3,3.8,-1.5,5.6,4,-1.63,5.1,4,-1.11,4.8,1.7,-3.15
847,0,0,0,3,3.75,3,3.5,7.2,8.3,1.03,7.3,9,1.71,7.5,7,-0.47,7.1,8.5,1.38
54,0,0,0,2,2.5,2,2.5,3.7,3,-0.73,4.2,5,0.85,3.4,3,-0.44,3.1,2,-1.11
428,0,0,0,2,2.25,2,2.25,3.4,3.7,0.29,3.9,6,2.14,3,3,-0.05,2.8,2.3,-0.43
265,0,0,0,2,2.5,1,2.5,3.7,1.1,-2.63,4.2,3,-1.15,3.4,1,-2.44,3.1,0.7,-2.44
96,1,1,0,3,3.5,3,2.75,5.3,4.1,-1.2,5.6,5,-0.63,5.1,3,-2.11,4.8,3.7,-1.15
960,1,0,0,2,2.75,1,1.75,3.4,5.2,1.79,3.9,5,1.14,3,5,1.96,2.8,5.2,2.41
833,0,0,0,2,3.25,2,2.5,4.3,3.6,-0.74,4.7,4,-0.7,4.1,3,-1.06,3.7,2.7,-1.05
310,1,0,0,3,3.25,2,3.25,5.5,4.6,-0.92,5.9,6,0.14,5.4,5,-0.44,5.1,4,-1.14
629,1,0,0,2,2.75,1,1.75,3.6,2,-1.61,4,2,-1.99,3.2,2,-1.24,2.9,1.2,-1.76
832,1,0,0,2,3.25,2,2.5,4.5,1.1,-3.46,4.9,2,-2.94,4.3,1,-3.29,4,1.2,-2.8
444,0,0,0,2,3.5,2,2.5,4.7,4.8,0.08,5.1,5,-0.13,4.5,4,-0.53,4.2,5,0.8
919,0,0,0,2,3.25,2,2.5,4.7,3.9,-0.82,5.1,5,-0.13,4.5,4,-0.53,4.2,3.3,-0.87
972,0,0,0,2,3.25,2,2.5,5,5.3,0.32,5.4,6,0.63,4.8,5,0.19,4.5,5.5,0.99
328,0,0,0,2,2.5,2,2.5,3.7,3.3,-0.48,4.2,4,-0.15,3.4,3,-0.44,3.1,2,-1.11
1015,0,0,0,2,2.5,2,2.25,3.6,3.7,0.14,4,4,0.01,3.2,3,-0.23,2.9,3,0.07
83,0,0,1,2,2.5,1,2.25,3.7,3.3,-0.43,4.2,3,-1.15,3.4,4,0.56,3.1,2.5,-0.61
783,0,0,1,2,2.25,1,2.5,3.7,3,-0.73,4.2,2,-2.15,3.4,4,0.56,3.1,1.8,-1.27
65,0,0,0,3,2.75,2,3.5,5,4.3,-0.68,5.4,4,-1.37,4.8,5,0.19,4.5,3.7,-0.84
317,1,0,0,2,2.5,2,2.25,3.7,3,-0.78,4.2,3,-1.15,3.4,3,-0.44,3.1,2.3,-0.77
868,0,0,0,3,3.5,3,2.5,5,2,-2.98,5.4,3,-2.37,4.8,1,-3.81,4.5,1.5,-3.01
837,0,0,0,3,3.5,3,3.25,5.8,3.7,-2.14,6.1,4,-2.08,5.8,4,-1.79,5.5,2.7,-2.79
294,1,0,0,2,3.25,2,2.5,4.5,1.1,-3.41,4.9,3,-1.95,4.3,1,-3.29,4,0.3,-3.63
431,0,1,0,2,3.25,2,2.5,4.7,3.8,-0.92,5.1,5,-0.13,4.5,3,-1.53,4.2,2,-2.2
19,0,0,0,2,2.5,2,2.75,4.1,4.2,0.06,4.5,4,-0.52,3.8,5,1.16,3.5,3.7,0.17
596,0,0,0,2,2.75,2,2.75,4.7,3.3,-1.47,5.1,3,-2.13,4.5,3,-1.53,4.2,2.2,-2.04
402,1,0,0,3,3.25,2,2.75,5,0.7,-4.28,5.4,1,-4.36,4.8,2,-2.81,4.5,0,-4.51
415,0,0,0,2,1.75,2,2.5,3.2,2.1,-1.14,3.7,3,-0.7,2.9,2,-0.86,2.6,0,-2.6
47,0,0,0,2,2.25,2,2.5,3.7,3.5,-0.23,4.2,5,0.85,3.4,4,0.56,3.1,3,-0.11
483,0,0,0,3,2.75,2,3.25,5.3,5,-0.25,5.6,6,0.38,5.1,5,-0.11,4.8,4,-0.82
226,1,0,0,2,2.75,2,2.75,4.7,2.6,-2.12,5.1,3,-2.13,4.5,4,-0.53,4.2,2.7,-1.54
429,1,0,1,2,2.75,2,2.25,3.9,1.5,-2.43,4.3,2,-2.32,3.6,2,-1.64,3.3,0.3,-2.95
23,0,0,0,2,2.75,3,2.75,4.7,3.4,-1.32,5.1,4,-1.13,4.5,4,-0.53,4.2,3,-1.2
378,0,0,0,2,2.5,2,2.25,3.4,2.1,-1.31,3.9,2,-1.86,3,2,-1.04,2.8,1.5,-1.26
714,0,0,0,3,3.5,3,2.75,5.3,2.2,-3.05,5.6,1,-4.63,5.1,3,-2.11,4.8,0.7,-4.15
638,0,0,1,2,2.75,2,2.75,4.7,3.7,-1.02,5.1,4,-1.13,4.5,4,-0.53,4.2,3,-1.2
947,0,0,0,3,3.25,2,3.5,5.8,5.5,-0.34,6.1,6,-0.08,5.8,5,-0.8,5.5,3.3,-2.13
74,0,0,0,2,2.75,3,2.75,4.7,3.4,-1.32,5.1,4,-1.13,4.5,4,-0.53,4.2,3.3,-0.87
672,0,0,1,2,2.5,1,2.25,3.4,3.3,-0.16,3.9,3,-0.86,3,4,0.95,2.8,2.2,-0.59
864,0,0,1,2,2.25,2,2.5,3.6,3.1,-0.51,4,4,0.01,3.2,3,-0.23,2.9,2.2,-0.76
382,0,0,0,2,2.5,1,1.75,3.2,1.7,-1.6,3.7,1,-2.7,2.9,2,-0.86,2.6,0.7,-1.93
418,1,0,1,2,2.5,1,2.75,4.5,2.4,-2.11,4.9,2,-2.94,4.3,3,-1.28,4,2,-1.97
898,0,0,1,1,2.5,1,1.25,2.9,2.1,-0.81,3.3,3,-0.3,2.4,2,-0.4,2.2,1.2,-1.05
664,0,0,0,3,3.5,3,2.75,5.8,5.2,-0.59,6.1,6,-0.08,5.8,5,-0.8,5.5,4.5,-0.96
85,1,0,0,2,2.5,1,1.5,3.2,1.9,-1.35,3.7,2,-1.7,2.9,2,-0.86,2.6,2,-0.6
530,0,0,0,2,3.25,2,2.75,4.7,5.7,0.98,5.1,7,1.87,4.5,5,0.47,4.2,4,-0.2
883,0,0,0,2,3.25,3,2.5,4.7,4.2,-0.57,5.1,5,-0.13,4.5,4,-0.53,4.2,3.3,-0.87
396,0,0,0,3,3.25,2,3.75,6.4,2.9,-3.53,6.6,2,-4.6,6.6,5,-1.58,6.2,2.8,-3.38
170,0,0,0,2,2.75,2,1.75,3.6,4.4,0.79,4,5,1.01,3.2,3,-0.23,2.9,3.3,0.41
274,1,0,0,2,2.5,2,2.5,3.7,3.1,-0.63,4.2,4,-0.15,3.4,4,0.56,3.1,1.8,-1.27
834,0,1,0,3,3.25,3,3.5,6.1,6.4,0.24,6.3,6,-0.34,6.2,8,1.82,5.8,5.5,-0.32
725,0,0,1,3,3.25,2,3.5,6.1,4.1,-2.06,6.3,4,-2.34,6.2,6,-0.19,5.8,2.3,-3.49
397,1,0,0,3,3.5,3,3.5,6.1,6.3,0.19,6.3,5,-1.34,6.2,9,2.82,5.8,5.2,-0.66
7,1,0,0,2,2.75,3,2.75,4.5,6.2,1.64,4.9,8,3.06,4.3,4,-0.28,4,6.5,2.53
419,0,1,0,3,3.5,2,4.5,6.8,6.5,-0.31,6.9,6,-0.94,7,9,1.99,6.7,4.2,-2.49
106,0,0,0,2,2.25,2,2.5,3.6,4.3,0.69,4,6,2.02,3.2,4,0.76,2.9,2.7,-0.26
621,0,0,1,3,3.5,2,3.5,6.4,7.2,0.77,6.6,7,0.4,6.6,8,1.42,6.2,6.5,0.29
398,1,0,1,2,2.75,2,3.25,5,2.6,-2.38,5.4,4,-1.37,4.8,3,-1.81,4.5,1,-3.51
427,1,0,0,1,1.25,1,2.5,2.8,3.4,0.57,3.2,4,0.81,2.3,3,0.68,2.1,2.8,0.69
216,0,0,0,2,2.5,2,2.25,3.6,3.3,-0.26,4,3,-0.99,3.2,3,-0.23,2.9,2.3,-0.59
452,0,0,0,3,2.5,2,3.75,5,2.9,-2.08,5.4,3,-2.37,4.8,3,-1.81,4.5,1.8,-2.67
124,1,0,0,3,2.75,2,3.25,5.3,4.3,-0.95,5.6,4,-1.63,5.1,5,-0.11,4.8,2.8,-1.99
975,0,1,1,3,3.25,2,3.75,6.1,6,-0.08,6.3,5,-1.34,6.2,6,-0.19,5.8,6.3,0.43
412,0,0,0,3,3.5,3,3.5,6.4,6.2,-0.23,6.6,6,-0.6,6.6,7,0.42,6.2,5.5,-0.71
57,0,0,0,3,3.25,3,3.5,5.8,5.8,-0.04,6.1,5,-1.08,5.8,6,0.2,5.5,3.8,-1.63
182,0,0,0,2,3.25,2,1.75,3.9,3.5,-0.45,4.3,4,-0.32,3.6,2,-1.64,3.3,3,-0.28
408,1,0,0,3,2.75,2,3.5,5,4.8,-0.23,5.4,4,-1.37,4.8,5,0.19,4.5,3.3,-1.17
525,1,0,0,3,3.25,2,3.75,6.4,5.5,-0.98,6.6,5,-1.6,6.6,6,-0.58,6.2,3.3,-2.88
508,0,0,0,2,2.5,2,2.5,3.9,3.7,-0.2,4.3,4,-0.32,3.6,5,1.36,3.3,3,-0.28
515,0,0,0,2,2.75,1,2.5,4.1,5.8,1.66,4.5,4,-0.52,3.8,6,2.16,3.5,5.5,2.01
860,0,0,0,2,2.5,2,2.75,4.1,2,-2.07,4.5,2,-2.53,3.8,3,-0.83,3.5,1.2,-2.33
382,0,0,0,2,2.25,2,3.5,4.5,4.5,-0.01,4.9,5,0.05,4.3,6,1.72,4,3.3,-0.63
585,0,0,0,2,2.5,2,3.25,4.3,4,-0.34,4.7,3,-1.71,4.1,4,-0.06,3.7,3.8,0.11
333,0,0,0,3,3.5,3,3.5,6.1,6.8,0.64,6.3,9,2.66,6.2,6,-0.19,5.8,4.5,-1.32
1007,0,0,0,1,2.25,1,1.5,2.9,1.7,-1.16,3.3,2,-1.3,2.4,1,-1.39,2.2,1.3,-0.88
221,0,0,0,3,2.75,2,3.25,5.3,3.9,-1.35,5.6,4,-1.63,5.1,4,-1.11,4.8,2.8,-1.99
403,1,0,0,2,2.75,3,2.5,4.3,2.4,-1.91,4.7,4,-0.7,4.1,3,-1.06,3.7,1.3,-2.39
881,0,0,0,2,3.25,2,2.5,4.5,3.8,-0.76,4.9,5,0.05,4.3,3,-1.28,4,2.7,-1.3
913,1,0,0,2,3.25,2,2.75,5,6.1,1.07,5.4,6,0.63,4.8,7,2.19,4.5,6,1.49
801,0,0,0,3,2.75,2,3.25,5,4.2,-0.78,5.4,6,0.63,4.8,4,-0.81,4.5,3.3,-1.17
340,1,0,0,3,3.25,2,2.75,5.3,5.8,0.5,5.6,5,-0.63,5.1,5,-0.11,4.8,5,0.18
652,1,1,0,2,2.75,2,2.75,4.5,7.7,3.14,4.9,8,3.06,4.3,7,2.71,4,7,3.03
828,1,0,0,3,3.75,3,3.75,7.2,6.5,-0.72,7.3,6,-1.29,7.5,7,-0.47,7.1,5.5,-1.62
965,0,0,1,3,3.75,2,3.25,6.4,4.7,-1.73,6.6,5,-1.6,6.6,6,-0.58,6.2,3.3,-2.88
116,1,0,0,3,2.75,2,3.5,5.3,3.1,-2.15,5.6,4,-1.63,5.1,4,-1.11,4.8,1.7,-3.15
1005,0,0,1,3,2.5,2,3.5,5,1.1,-3.93,5.4,1,-4.36,4.8,2,-2.81,4.5,0.5,-4.01
972,0,0,0,3,3.5,2,3.25,5.5,4.2,-1.37,5.9,6,0.14,5.4,4,-1.44,5.1,2.7,-2.47
863,0,0,1,1,1.25,1,1.5,2.5,1.4,-1.11,2.9,2,-0.92,2.1,1,-1.08,1.9,0.5,-1.41
331,0,0,0,3,3.5,3,3.75,6.4,8.1,1.67,6.6,9,2.4,6.6,8,1.42,6.2,7,0.79
695,1,0,1,2,2.5,2,2.25,3.9,3.6,-0.35,4.3,3,-1.32,3.6,4,0.36,3.3,3.7,0.38
657,0,0,1,3,3.5,3,3.75,6.8,4.8,-2.06,6.9,3,-3.94,7,7,-0.01,6.7,5,-1.65
809,1,0,0,2,2.5,2,2.25,3.6,2.6,-0.98,4,3,-0.99,3.2,2,-1.24,2.9,2.3,-0.59
59,1,0,0,3,3.5,3,3.75,6.8,6.1,-0.71,6.9,7,0.06,7,8,0.99,6.7,5.5,-1.15
42,1,0,0,3,3.5,3,3.5,6.8,4.2,-2.66,6.9,7,0.06,7,5,-2.02,6.7,3,-3.65
534,0,0,0,3,3.25,3,3.5,5.8,6.4,0.56,6.1,7,0.92,5.8,6,0.2,5.5,5.5,0.04
585,0,0,1,1,1.5,1,1.25,2.5,2.3,-0.23,2.9,3,0.09,2.1,2,-0.08,1.9,0.7,-1.24
583,1,0,0,2,2.5,2,2.25,3.7,4.4,0.66,4.2,5,0.83,3.4,4,0.56,3.3,4,0.69
809,1,0,0,2,2.75,3,2.75,4.5,4.1,-0.44,4.9,5,0.1,4.3,4,-0.31,4.2,3,-1.21
714,0,0,0,3,3.25,2,3.5,6.1,3.4,-2.66,6.2,8,1.76,6.1,4,-2.13,6,1,-5.04
4,1,0,0,2,2.5,3,3.25,4.5,2.2,-2.31,4.9,2,-2.89,4.3,4,-0.31,4.2,1,-3.21
387,1,0,0,1,1.75,1,1.5,2.8,2.4,-0.39,3.3,3,-0.29,2.4,2,-0.4,2.4,2.3,-0.06
706,0,0,1,2,1.5,1,2.5,3.2,2.7,-0.55,3.7,2,-1.73,2.9,4,1.09,2.8,2.7,-0.18
541,0,0,0,3,3.25,3,3.25,5.2,2.7,-2.53,5.6,3,-2.58,5.1,3,-2.13,5.1,2.7,-2.4
548,0,0,0,2,2.5,2,3.25,4.7,4,-0.73,5.1,5,-0.13,4.6,4,-0.57,4.5,3.3,-1.16
383,0,1,1,2,2.5,1,2.25,3.7,4.3,0.56,4.2,4,-0.17,3.4,4,0.56,3.3,3.3,0.02
658,0,0,0,3,3.25,2,2.75,5,3.3,-1.67,5.3,3,-2.34,4.8,4,-0.83,4.8,4,-0.76
644,1,0,0,3,3.5,3,4.25,6.4,4.3,-2.14,6.5,4,-2.49,6.5,5,-1.51,6.4,4,-2.41
666,0,0,0,3,3.25,2,3.25,5.5,6.2,0.7,5.8,6,0.2,5.4,7,1.56,5.4,6.3,0.95
947,1,0,0,2,2.75,2,2.75,4.7,5.9,1.17,5.1,8,2.88,4.6,5,0.43,4.5,5.7,1.18
946,0,0,0,2,3.25,2,2.75,5,4.9,-0.07,5.3,4,-1.34,4.8,5,0.17,4.8,3.7,-1.1
320,0,0,0,3,3.75,3,3.75,7.7,7,-0.7,7.6,8,0.38,7.9,7,-0.88,7.9,6,-1.87
376,1,0,0,1,2.25,2,1.5,2.9,0.9,-1.98,3.4,3,-0.38,2.5,1,-1.48,2.5,0,-2.48
228,1,0,0,2,2.75,2,2.25,3.7,1.8,-1.94,4.2,2,-2.16,3.4,1,-2.43,3.3,2,-1.31
825,0,0,0,1,1.5,1,1.5,2.5,1,-1.5,2.9,2,-0.93,2.1,1,-1.09,2.1,0.3,-1.77
172,1,0,0,3,3.5,2,3.5,6.1,1.7,-3.7,6.2,2,-4.24,6.1,3,-3.13,6,0.7,-5.37
888,1,0,1,1,1.75,2,1.75,2.9,2.3,-0.58,3.4,3,-0.38,2.5,2,-0.47,2.5,0.7,-1.81
1019,0,0,0,3,3.5,2,3.25,5.5,3.6,-1.9,5.8,3,-2.8,5.4,3,-2.44,5.4,3.7,-1.72
572,0,0,0,2,2.5,2,2.75,4.1,1.8,-2.29,4.5,2,-2.53,3.9,1,-2.89,3.8,1.3,-2.42
1023,1,1,0,3,3.25,2,3.25,5.5,4.4,-1.1,5.8,3,-2.8,5.4,7,1.56,5.4,4.7,-0.72
738,0,0,1,2,2.5,2,2.5,3.9,4.5,0.58,4.3,6,1.67,3.6,3,-0.64,3.5,4.3,0.82
622,0,0,1,2,2.5,2,2.25,3.5,1.7,-1.86,4,2,-2.01,3.3,1,-2.25,3.1,1,-2.15
